TAXREF17;TAXREF17
CD_REF;NOM LATIN
119328;Rubus scissoides
119331;Rubus semibracteosus
119332;Rubus semicarpinifolius
611519;Rubus sempernitens
611516;Rubus senticosus
119010;Rubus ignoratus
119335;Rubus serrulatifolius
119336;Rubus setiger
118944;Rubus silvaticus
717510;Rubus slesvicensis
;
119340;Rubus spectabilis
717511;Rubus spina-curva
119342;Rubus spinulatus
119343;Rubus spissifolius
119344;Rubus splendidiflorus
119126;Rubus sprengelii
119346;Rubus status
620523;Rubus stereacanthos
;
119158;Rubus insolatus
717513;Rubus subopacus
;
119354;Rubus sulcatus
717515;Rubus tauni
119358;Rubus tenuidentatus
119320;Rubus tereticaulis
;
118927;
717864;Rubus thyrsigeriformis
119364;Rubus timbal-lagravei
119368;Rubus trachyadenes
;
119370;Rubus trachypus
717516;Rubus transvestitus
620532;Rubus trichopus
717517;Rubus tricolor
119371;Rubus truncifolius
717518;Rubus tuberculatus
119373;Rubus ulmifolius
119375;Rubus uncinatus
611500;Rubus vagus
119377;Rubus validespinus
119378;Rubus vallisparsus
611522;Rubus venetorum
119379;Rubus vepallidus
119380;Rubus vestiferus
118932;Rubus vestitus
119382;Rubus vicarius
119383;Rubus vigoi
118935;Rubus affinis
119385;Rubus villarsianus
119192;
119110;Rubus godronii
717520;Rubus walteri
119392;Rubus winteri
119394;Rubus x areschougii
160326;Rubus x bertolonii
119024;Rubus x collinus
931010;Rubus x idaeoides
119396;Rubus x loganobaccus
119024;Rubus x collinus
119024;Rubus x collinus
611507;Rubus x uncinellus
119399;Rudbeckia amplexicaulis
119403;Rudbeckia drummondii
160456;Rudbeckia fulgida
119406;Rudbeckia hirta
718765;Rudbeckia hirta var. hirta
718766;Rudbeckia hirta var. pulcherrima
119407;Rudbeckia laciniata
119414;Rudbeckia speciosa
119418;Rumex acetosa
119581;Rumex acetosa subsp. acetosa
140321;Rumex acetosa subsp. acetosa
140333;Rumex acetosa subsp. nebroides
140321;Rumex acetosa subsp. acetosa
140321;Rumex acetosa subsp. acetosa
119418;Rumex acetosella
119418;Rumex acetosella
119419;Rumex acetosella
119419;Rumex acetosella
119419;Rumex acetosella
119435;Rumex alpinus
119447;Rumex aquaticus
119448;Rumex aquitanicus
119450;Rumex arifolius
119450;Rumex arifolius
119450;Rumex arifolius
119460;Rumex brownii
119447;Rumex bucephalophorus
140353;Rumex bucephalophorus subsp. bucephalophorus
140355;Rumex bucephalophorus subsp. gallicus
140359;Rumex bucephalophorus subsp. hispanicus
119471;Rumex conglomeratus
119473;Rumex crispus
1028176;Rumex crispus subsp. crispus
140363;Rumex crispus subsp. littoreus
1028176;Rumex crispus subsp. crispus
119474;Rumex cristatus
;
119475;Rumex cuneifolius
119476;Rumex dentatus
119509;Rumex britannica
119418;Rumex acetosa
119525;Rumex longifolius
119533;Rumex maritimus
119549;Rumex obovatus
119550;Rumex obtusifolius
140371;Rumex obtusifolius subsp. obtusifolius
140372;Rumex obtusifolius subsp. silvestris
140374;Rumex obtusifolius subsp. transiens
119533;Rumex palustris
119557;Rumex papillaris
;
119474;Rumex patientia
140380;Rumex patientia subsp. orientalis
140381;Rumex patientia subsp. patientia
119569;Rumex pulcher
140383;Rumex pulcher subsp. pulcher
140386;Rumex pulcher subsp. woodsii
119579;Rumex roseus
119581;Rumex rugosus
119582;Rumex rupestris
119585;Rumex britannica
119585;Rumex sanguineus
119585;Rumex sanguineus
119587;Rumex scutatus
119587;Rumex scutatus
119587;Rumex scutatus
119587;Rumex scutatus
119557;Rumex thyrsiflorus
119513;Rumex intermedius
119599;Rumex triangulivalvis
119601;Rumex tuberosus
140396;Rumex tuberosus subsp. tuberosus
119613;Rumex x abortivus
119615;Rumex x ambigens
119617;Rumex x armoraciifolius
119624;Rumex x callianthemus
119625;Rumex x confusus
119626;Rumex x conspersus
119627;Rumex x cornubiensis
119629;Rumex x digeneus
119630;Rumex x dimidiatus
119632;Rumex x dufftii
119633;Rumex x dumulosus
119634;Rumex x erubescens
119635;Rumex x fallacinus
;
119637;Rumex x henrardii
119638;Rumex x heteranthos
119639;Rumex x heterophyllus
119629;Rumex x digeneus
119652;Rumex x knapfii
119653;Rumex x lingulatus
119654;Rumex x lousleyi
119656;Rumex x mezii
119657;Rumex x mixtus
119659;Rumex x muretii
119661;Rumex x nilssonii
119662;Rumex x ogulinensis
119664;Rumex x peisonis
119665;Rumex x platyphyllos
119666;Rumex x pratensis
119667;Rumex x propinquus
119668;Rumex x pseudopulcher
119671;Rumex x ruhmeri
119672;Rumex x sagorskii
119675;Rumex x schreberi
;
119678;Rumex x steinii
119680;Rumex x trimenii
119682;Rumex x weberi
611526;Rumex x wirtgenii
119683;Rumex x wrightii
119688;Ruppia cirrhosa
119690;Ruppia drepanensis
119688;Ruppia cirrhosa
119691;Ruppia maritima
119691;Ruppia maritima
717521;Ruschia caroli
119698;Ruscus aculeatus
119701;Ruscus hypoglossum
119701;Ruscus hypophyllum
608562;Ruscus x microglossum
119707;Ruta angustifolia
119707;Ruta chalepensis
119713;Ruta corsica
119716;Ruta graveolens
119722;Ruta montana
119733;Sabal palmetto
119753;Sabulina tenuifolia
119774;Saccharum spontaneum
718282;Saccharum spontaneum subsp. aegyptiacum
119780;Sagina apetala
140410;Sagina apetala subsp. apetala
140414;Sagina apetala subsp. erecta
119798;Sagina glabra
119805;Sagina maritima
119811;Sagina nivalis
119812;Sagina nodosa
119817;Sagina pilifera
119818;Sagina procumbens
119818;Sagina procumbens
119818;Sagina procumbens
119811;Sagina saginoides
119827;Sagina saginoides
119827;Sagina saginoides
119824;Sagina revelierei
119824;Sagina revelierei
119824;Sagina revelierei
119824;Sagina revelierei
119824;Sagina revelierei
119837;Sagina x micrantha
608482;Sagina x normaniana
119850;Sagittaria graminea
159961;Sagittaria lancifolia
119854;Sagittaria latifolia
119860;Sagittaria sagittifolia
;
788985;Salicornia europaea subsp. europaea
119881;Salicornia depressa
788983;Salicornia europaea subsp. disarticulata
611536;Salicornia europaea subsp. europaea
;
788876;Salicornia perennans
119894;Salicornia procumbens
611557;Salix acutifolia
119915;Salix alba
120323;Salix x chrysocoma
119915;Salix alba
120512;Salix x rubens
120512;Salix x rubens
119931;Salix apennina
119933;Salix appendiculata
119948;Salix atrocinerea
119952;Salix aurita
119954;Salix babylonica
119959;Salix bicolor
611553;Salix bicolor x
119968;Salix breviserrata
119970;Salix caesia
119975;Salix cantabrica
119952;Salix caprea
119985;Salix ceretana
119948;Salix cinerea
120003;Salix crataegifolia
120009;Salix daphnoides
120029;Salix eleagnos
120029;Salix eleagnos
120029;Salix eleagnos
120037;Salix foetida
120040;Salix fragilis
120040;Salix fragilis
120040;Salix fragilis
120040;Salix fragilis
120048;Salix glaucosericea
120052;Salix hastata
120052;Salix hastata
120056;Salix helvetica
120057;Salix herbacea
120085;Salix laggeri
119985;Salix lapponum
120135;Salix myrsinifolia
120135;Salix myrsinifolia
120135;Salix myrsinifolia
120161;Salix pedicellata
120163;Salix pentandra
119959;Salix bicolor
120189;Salix purpurea
120189;Salix purpurea
120189;Salix purpurea
120189;Salix purpurea
120189;Salix purpurea
120191;Salix pyrenaica
120052;Salix repens
140479;Salix repens subsp. rosmarinifolia
140476;Salix repens subsp. galeifolia
140478;Salix repens subsp. repens
151107;Salix repens var. dunensis
140478;Salix repens subsp. repens
151113;Salix repens var. repens
120057;Salix herbacea
120195;Salix retusa
120029;Salix eleagnos
;
120246;Salix triandra
120246;Salix triandra
120246;Salix triandra
120260;Salix viminalis
120272;Salix x aberrans
120273;Salix x abnormis
120312;Salix x calodendron
120277;Salix x aellenii
120279;Salix x alopecuroides
120280;Salix x alpigena
120282;Salix x amandae
120284;Salix x ambigua
120287;Salix x antverpiensis
120291;Salix x aurigerana
120293;Salix x ausserdorferi
120294;Salix x austriaca
120295;Salix x autaretica
120297;Salix x basaltica
120299;Salix x beckiana
120300;Salix x bifida
120452;Salix x mielichhoferi
120304;Salix x blyttii
120306;Salix x boulayi
120307;Salix x boutignyana
120308;Salix x boydii
120309;Salix x buseri
120311;Salix x calliantha
120312;Salix x calodendron
120313;Salix x canescens
120318;Salix x capreola
120319;Salix x cernua
120320;Salix x charrieri
120322;Salix x chouardii
120323;Salix x chrysocoma
120325;Salix x combinata
120328;Salix x confinis
120330;Salix x coriacea
120332;Salix x cottetii
120335;Salix x dasyclados
120337;Salix x decumbens
120339;Salix x devestita
120341;Salix x digenea
120343;Salix x doniana
120347;Salix x ehrhartiana
120353;Salix x erdingeri
120354;Salix x erythroclados
120357;Salix x expectata
120360;Salix x felina
120362;Salix x festii
120367;Salix x fontqueri
120368;Salix x forbesiana
120287;Salix x friesiana
;
120380;Salix x glaucovillosa
120381;Salix x gnaphaloides
120382;Salix x goerziana
120383;Salix x grahamii
120387;Salix x guinieri
120390;Salix x heeri
120391;Salix x hegetschweileri
120394;Salix x hellwegeri
120396;Salix x hircina
611558;Salix x holosericea
120399;Salix x hugueninii
120400;Salix x huteri
120408;Salix x intermedia
120409;Salix x inticensis
120411;Salix x kalmthoutensis
120413;Salix x kerneri
120414;Salix x khekii
120415;Salix x kochiana
120418;Salix x kraettliana
120419;Salix x krausei
120420;Salix x laestadiana
120427;Salix x laschiana
120428;Salix x latifolia
120431;Salix x liegnitzensis
120432;Salix x limnogena
120433;Salix x litigiosa
120435;Salix x longissima
120437;Salix x macrophylla
120442;Salix x margaretae
120443;Salix x margarita
120444;Salix x mariana
120445;Salix x maritima
120449;Salix x merxmuelleri
120450;Salix x meyeriana
120453;Salix x milzii
120454;Salix x mollissima
120456;Salix x moorei
120457;Salix x multidentata
120459;Salix x multinervis
120462;Salix x negata
120467;Salix x obtusifolia
120469;Salix x oleifolia
120471;Salix x onychiophylla
120472;Salix x ovata
120481;Salix x pendulina
120549;Salix x subversifolia
120492;Salix x proteifolia
983916;Salix x pseudodoniana
120494;Salix x pseudoelaeagnos
120495;Salix x puberula
983914;Salix x pustoriae
120498;Salix x quercifolia
120501;Salix x recondita
120503;Salix x refraga
120504;Salix x reichardtii
120505;Salix x reticuloides
120506;Salix x reuteri
120512;Salix x rubens
120513;Salix x rubra
120517;Salix x salamonii
120519;Salix x sarmentacea
120521;Salix x schinziana
120522;Salix x schumanniana
120523;Salix x scrobigera
120525;Salix x semimyrsinites
120526;Salix x seminigricans
120528;Salix x semireticulata
120323;Salix x sepulcralis
120530;Salix x sericans
120531;Salix x seringeana
120534;Salix x sobrina
120535;Salix x sordida
120539;Salix x spuria
120541;Salix x stipularis
120544;Salix x subalpina
120546;Salix x subnivalis
120547;Salix x subsericea
120552;Salix x thellungii
120554;Salix x thomasii
120557;Salix x trefferi
120559;Salix x uechtritzii
120564;Salix x velenovskyi
120566;Salix x viciosorum
120573;Salix x wimmeriana
983912;Salix x wolfiana
120582;Salpichroa origanifolia
610858;Salpiglossis sinuata
120588;Salsola kali
124008;Soda inermis
966394;Nitrosalsola vermiculata
120619;Salvia aethiopis
717522;Salvia algeriensis
120622;Salvia amplexicaulis
120685;Salvia barrelieri
717524;Salvia canariensis
445723;Salvia farinacea
120642;Salvia fruticosa
120643;Salvia glutinosa
717525;Salvia guaranitica
154927;Salvia blancoana subsp. vellerea
120667;Salvia microphylla
120673;Salvia nemorosa
140514;Salvia nemorosa subsp. nemorosa
120678;Salvia officinalis
718283;Salvia officinalis subsp. gallica
718284;Salvia officinalis subsp. lavandulifolia
140519;Salvia officinalis subsp. officinalis
718284;Salvia officinalis subsp. lavandulifolia
718284;Salvia officinalis subsp. lavandulifolia
154927;Salvia blancoana subsp. vellerea
717526;Salvia patens
120655;Salvia pratensis
120685;Salvia pratensis
611559;Salvia reflexa
120691;Salvia sclarea
721755;Salvia splendens
717527;Salvia tiliifolia
120696;Salvia tomentosa
717528;Salvia uliginosa
120700;Salvia verbenaca
140527;Salvia verbenaca subsp. clandestina
612559;Salvia verbenaca subsp. verbenaca
120703;Salvia verticillata
140536;Salvia verticillata subsp. verticillata
717529;Salvia virgata
120704;Salvia viridis
717530;Salvia x auriculata
120655;Salvia x laciniosa
1037194;Salvia x digenea
120707;Salvia x sylvestris
;
120709;Salvinia natans
120712;Sambucus ebulus
120717;Sambucus nigra
120717;Sambucus nigra
120717;Sambucus nigra
120720;Sambucus racemosa
140539;Sambucus racemosa subsp. racemosa
120732;Samolus valerandi
120741;Sanguisorba canadensis
120758;Sanguisorba officinalis
115792;Poterium verrucosum
717865;Sanicula epipactis
120772;Sanicula europaea
120784;Santolina benthamiana
120784;Santolina chamaecyparissus
120786;Santolina corsica
120790;Santolina decumbens
120799;Santolina rosmarinifolia
120790;Santolina ericoides
120808;Santolina virens
120812;Saponaria bellidifolia
120813;Saponaria caespitosa
120819;Saponaria lutea
120823;Saponaria ocymoides
140568;Saponaria ocymoides subsp. alsinoides
140569;Saponaria ocymoides subsp. ocymoides
120824;Saponaria officinalis
120825;Saponaria orientalis
120840;Sarcocapnos enneaphylla
119883;Salicornia fruticosa
119892;Salicornia perennis
621773;Salicornia alpini
119892;Salicornia perennis
717531;Sarracenia flava
120875;Sarracenia purpurea
120878;Sasa palmata
120879;Sasa veitchii
120901;Satureja hortensis
120908;Satureja montana
140589;Satureja montana subsp. montana
611576;Satureja thymbra
611351;Saururus cernuus
120949;Saussurea alpina
120949;Saussurea alpina
120950;Saussurea depressa
120950;Saussurea depressa
120951;Saussurea discolor
611352;Saxegothaea conspicua
120962;Saxifraga adscendens
120962;Saxifraga adscendens
120965;Saxifraga aizoides
120973;Saxifraga androsacea
120976;Saxifraga aquatica
120977;Saxifraga aretioides
120978;Saxifraga aspera
120987;Saxifraga biflora
120988;Saxifraga bryoides
120989;Saxifraga bulbifera
120994;Saxifraga caesia
120995;Saxifraga callosa
120995;Saxifraga callosa
120995;Saxifraga callosa
121001;Saxifraga catalaunica
121002;Saxifraga cebennensis
;
121004;Saxifraga cervicornis
121012;Saxifraga cochlearis
121017;Saxifraga conifera
121022;Saxifraga corsica
140612;Saxifraga corsica subsp. corsica
121024;Saxifraga cotyledon
121028;Saxifraga cuneata
121028;Saxifraga cuneata
140615;Saxifraga cuneifolia subsp. cuneifolia
140616;Saxifraga cuneifolia subsp. robusta
121033;Saxifraga cymbalaria
151222;Saxifraga cymbalaria var. huetiana
121035;Saxifraga delphinensis
120994;Saxifraga diapensioides
121035;Saxifraga exarata
121047;Saxifraga exarata
121096;Saxifraga lamottei
952591;Saxifraga pseudoexarata
121054;Saxifraga florulenta
121055;Saxifraga fragilis
140632;Saxifraga fragilis subsp. fragilis
121056;Saxifraga fragosoi
121055;Saxifraga geranioides
966614;Saxifraga giziana
120989;Saxifraga granulata
121065;Saxifraga granulata
121065;Saxifraga granulata
121065;Saxifraga granulata
121070;Saxifraga hariotii
108484;Micranthes hieraciifolia
121076;Saxifraga hirculus
121077;Saxifraga hirsuta
140642;Saxifraga hirsuta subsp. hirsuta
140643;Saxifraga hirsuta subsp. paucicrenata
611577;Saxifraga hostii
121056;Saxifraga fragosoi
121090;Saxifraga intricata
121091;Saxifraga iratiana
121096;Saxifraga lamottei
121098;Saxifraga lantoscana
120995;Saxifraga longifolia
121107;Saxifraga losae
121107;Saxifraga losae
121110;Saxifraga media
121070;Saxifraga moschata
121115;Saxifraga moschata
121115;Saxifraga moschata
121115;Saxifraga moschata
121115;Saxifraga moschata
121124;Saxifraga mutata
121124;Saxifraga mutata
121132;Saxifraga oppositifolia
121132;Saxifraga oppositifolia
121055;Saxifraga fragilis
121004;Saxifraga cervicornis
121107;Saxifraga pentadactylis
140677;Saxifraga pentadactylis subsp. pentadactylis
121154;Saxifraga praetermissa
121156;Saxifraga prostii
121002;Saxifraga intricata
121158;Saxifraga pubescens
121174;Saxifraga retusa
121174;Saxifraga retusa
121174;Saxifraga retusa
121176;Saxifraga rosacea
140685;Saxifraga rosacea subsp. rosacea
140686;Saxifraga rosacea subsp. sponhemica
121177;Saxifraga rotundifolia
140688;Saxifraga rotundifolia subsp. rotundifolia
151255;Saxifraga rotundifolia var. insularis
620620;Saxifraga rudolphiana
121184;Saxifraga seguieri
140686;Saxifraga rosacea subsp. sponhemica
717309;Micranthes stellaris
717310;Micranthes stellaris
121193;Saxifraga stolonifera
120962;Saxifraga tridactylites
121203;Saxifraga umbrosa
121205;Saxifraga valdensis
121214;Saxifraga x andrewsii
121215;Saxifraga x arendsii
121217;Saxifraga x baregensis
121220;Saxifraga x berolinensis
121222;Saxifraga x bubaniana
121223;Saxifraga x burnatii
121224;Saxifraga x capitata
121225;Saxifraga x celtiberica
121226;Saxifraga x chlorantha
121227;Saxifraga x ciliaris
121228;Saxifraga x conradiae
121229;Saxifraga x costei
121230;Saxifraga x cuspidata
121231;Saxifraga x darrieuxii
121232;Saxifraga x desetangsii
121234;Saxifraga x forsteri
121235;Saxifraga x freibergii
121236;Saxifraga x gaudinii
121237;Saxifraga x gautieri
121238;Saxifraga x gentyana
121077;Saxifraga x geum
121243;Saxifraga x haussmannii
121247;Saxifraga x hybrida
121248;Saxifraga x jeanpertii
121249;Saxifraga x jouffroyi
